Order_ID,Order_Date,Customer_ID,Customer_Segment,Region,Category,Sales,Quantity,Discount,Profit,Customer_Satisfaction_Score,Return_Status,Net_Revenue,Profit_Margin,Is_Profitable
ORD-1173,2025-02-20,CUST-117,Corporate,East,Furniture,188.55791098584126,3,0.2,86.51137199270448,4.0,No,150.84632878867302,45.880531631049195,1
ORD-1174,2025-06-21,CUST-146,Home Office,West,Office Supplies,396.3643529991714,1,0.5,239.22336525614838,4.0,No,198.1821764995857,60.35440963497757,1
ORD-1175,2025-06-01,CUST-140,Home Office,Central,Technology,887.4549220914815,6,0.2,-90.697883998643,2.0,No,709.9639376731852,-10.219998981457403,0
ORD-1176,2025-02-28,CUST-148,Consumer,Central,Furniture,576.4615739488322,11,0.1,21.05884105923971,4.0,No,518.815416553949,3.6531213893380743,1
ORD-1177,2025-04-28,CUST-113,Corporate,East,Technology,457.3070593234655,11,0.3,132.9183355919849,4.0,No,320.11494152642587,29.065445827279092,1
ORD-1178,2025-06-09,CUST-114,Consumer,East,Technology,479.426771498342,7,0.2,20.981034103779507,5.0,No,383.5414171986736,4.376275033246045,1
ORD-1179,2025-04-06,CUST-130,Consumer,Central,Office Supplies,556.7416544031241,11,0.3,182.7953213385495,3.0,No,389.7191580821869,32.833059982645295,1
ORD-1180,2025-06-29,CUST-100,Corporate,South,Furniture,944.1696871660977,11,0.5,116.84036567357748,3.0,No,472.08484358304884,12.374932944974223,1
ORD-1181,2025-04-23,CUST-102,Corporate,West,Technology,1071.580779838879,2,0.2,62.76961468681128,4.0,No,857.2646238711031,5.857665223917997,1
ORD-1182,2025-03-03,CUST-115,Corporate,East,Technology,1146.8482769396746,8,0.0,327.1438820917305,4.0,No,1146.8482769396746,28.525471823064752,1
ORD-1183,2025-02-21,CUST-122,Home Office,East,Furniture,946.4150296438012,14,0.3,184.47177463390585,4.0,No,662.4905207506608,19.491636212004668,1
ORD-1184,2025-01-12,CUST-110,Consumer,Central,Technology,385.3342059401351,6,0.5,-41.52638247942645,4.0,No,192.66710297006756,-10.776718453559225,0
ORD-1185,2025-02-08,CUST-111,Consumer,West,Technology,828.8803002429852,14,0.0,152.04126384952798,4.0,No,828.8803002429852,18.34296988418681,1
ORD-1186,2025-05-10,CUST-109,Home Office,Central,Furniture,530.7477176259164,4,0.0,251.32933394040543,5.0,Yes,530.7477176259164,47.35382284159879,1
ORD-1187,2025-05-11,CUST-131,Corporate,West,Furniture,313.0580402348009,5,0.0,218.8203638717588,4.0,No,313.0580402348009,69.89769810979408,1
ORD-1188,2025-04-23,CUST-115,Home Office,West,Furniture,1010.6371795168479,8,0.0,-22.559846817133277,5.0,No,1010.6371795168479,-2.232239944696908,0
ORD-1189,2025-04-11,CUST-107,Home Office,West,Furniture,55.72735526516674,14,0.2,337.5889995680465,4.0,Yes,44.581884212133396,605.786867081169,1
ORD-1190,2025-04-23,CUST-137,Home Office,East,Office Supplies,1083.096770641154,3,0.2,101.96614058597268,5.0,No,866.4774165129234,9.414314893175465,1
ORD-1191,2025-03-22,CUST-111,Consumer,South,Furniture,559.1581829034336,3,0.2,-28.43874831688241,5.0,No,447.32654632274694,-5.085993406948633,0
ORD-1192,2025-04-23,CUST-123,Home Office,Central,Office Supplies,768.2697574018537,14,0.5,-18.91191064233344,3.0,No,384.13487870092683,-2.461623727880429,0
ORD-1193,2025-01-02,CUST-127,Consumer,South,Office Supplies,794.6311674248814,14,0.5,-55.79425351491378,5.0,No,397.3155837124407,-7.02140260817144,0
ORD-1194,2025-05-10,CUST-107,Consumer,Central,Office Supplies,1075.1901114407783,11,0.5,261.58314879572043,2.0,No,537.5950557203892,24.329013633244198,1
ORD-1195,2025-02-23,CUST-127,Consumer,West,Technology,767.6369217789767,4,0.1,-45.08627755516811,5.0,No,690.8732296010791,-5.8733857473507065,0
ORD-1196,2025-03-28,CUST-135,Corporate,East,Office Supplies,740.5809658644735,1,0.5,-43.69363428621388,4.0,No,370.2904829322367,-5.899913216809549,0
ORD-1197,2025-05-09,CUST-125,Consumer,South,Office Supplies,89.31592826722105,9,0.2,282.71222664237695,2.0,Yes,71.45274261377685,316.53058096932114,1
ORD-1198,2025-05-27,CUST-107,Consumer,East,Technology,626.9055461147929,8,0.2,55.07183800140183,4.0,No,501.5244368918343,8.784710606359448,1
ORD-1199,2025-05-06,CUST-149,Corporate,Central,Technology,188.70111097227957,8,0.1,-86.1139430613674,4.0,No,169.83099987505162,-45.635101254924585,0
ORD-1200,2025-05-10,CUST-127,Consumer,East,Technology,887.5461847785679,14,0.1,-76.64711521671511,2.0,No,798.7915663007111,-8.635845269937997,0
ORD-1201,2025-02-22,CUST-127,Home Office,East,Furniture,619.5440857670826,10,0.5,-36.023298983246995,4.0,Yes,309.7720428835413,-5.814485169145807,0
ORD-1202,2025-06-21,CUST-136,Home Office,South,Technology,819.4710572579404,6,0.3,-3.972993410939708,4.0,No,573.6297400805582,-0.48482412841203626,0
ORD-1203,2025-06-09,CUST-140,Consumer,West,Technology,59.590751716837275,7,0.1,199.31578740728241,5.0,No,53.631676545153546,334.4743633280364,1
ORD-1204,2025-06-09,CUST-135,Corporate,East,Office Supplies,110.90249909450583,6,0.0,-29.203173999177295,4.0,No,110.90249909450583,-26.33229569902815,0
ORD-1205,2025-03-09,CUST-126,Home Office,West,Technology,862.4248317945919,9,0.2,-46.5065239703176,3.0,No,689.9398654356736,-5.392530717551776,0
ORD-1206,2025-05-03,CUST-116,Corporate,Central,Furniture,95.7803598384213,3,0.0,244.1236136643256,1.0,No,95.7803598384213,254.87857226278442,1
ORD-1207,2025-05-25,CUST-108,Corporate,East,Technology,94.79550604065773,14,0.2,201.9748777369615,4.0,No,75.83640483252618,213.06376870896665,1
ORD-1208,2025-02-07,CUST-132,Home Office,South,Furniture,24.409085529516066,3,0.2,95.8958996548563,4.0,No,19.527268423612853,392.8696941099928,1
ORD-1209,2025-01-24,CUST-119,Corporate,Central,Technology,1148.2366639763814,3,0.1,147.18939716604677,5.0,No,1033.4129975787432,12.818733435694785,1
ORD-1210,2025-03-10,CUST-112,Home Office,Central,Technology,887.6349477562183,10,0.1,40.39280914688831,2.0,No,798.8714529805965,4.550610501422243,1
ORD-1211,2025-04-26,CUST-127,Corporate,South,Technology,430.36917611745633,3,0.0,117.12518910591228,4.0,Yes,430.36917611745633,27.215050613649545,1
ORD-1212,2025-04-08,CUST-147,Home Office,East,Technology,362.87734173230973,9,0.2,128.0026920422356,1.0,Yes,290.3018733858478,35.27436886281581,1
ORD-1213,2025-05-19,CUST-128,Consumer,East,Furniture,426.146843397561,12,0.0,74.25677203014317,3.0,No,426.146843397561,17.425160641367825,1
ORD-1214,2025-05-24,CUST-112,Home Office,Central,Furniture,931.8377021056064,4,0.3,307.95749480247326,4.0,No,652.2863914739244,33.04840468534424,1
ORD-1215,2025-04-07,CUST-145,Home Office,East,Office Supplies,797.0310271737932,13,0.0,-92.77216075854723,4.0,No,797.0310271737932,-11.639717601397493,0
ORD-1216,2025-05-04,CUST-134,Home Office,West,Furniture,230.38272576228684,7,0.5,251.97706839106075,4.0,No,115.19136288114342,109.37324730286218,1
ORD-1217,2025-03-11,CUST-105,Home Office,South,Technology,217.19010904756038,14,0.0,-44.02772594140406,5.0,No,217.19010904756038,-20.271515187536853,0
ORD-1218,2025-04-03,CUST-117,Corporate,West,Office Supplies,127.09082315894281,9,0.5,258.89631224173974,4.0,No,63.545411579471406,203.70968241975885,1
ORD-1219,2025-01-03,CUST-104,Consumer,East,Office Supplies,795.7602364445924,11,0.5,177.16036205452457,4.0,Yes,397.8801182222962,22.263032750425698,1
ORD-1220,2025-05-28,CUST-146,Home Office,Central,Office Supplies,919.6034680438657,12,0.5,279.47514092138107,5.0,No,459.8017340219329,30.390831552197877,1
ORD-1221,2025-06-13,CUST-124,Corporate,South,Technology,325.4052497067548,7,0.3,-56.11855346159614,4.0,No,227.7836747947283,-17.24574311943906,0
ORD-1222,2025-05-27,CUST-101,Consumer,East,Furniture,34.92450362678625,9,0.0,151.5412853448983,5.0,No,34.92450362678625,433.9110641752108,1
ORD-1223,2025-03-31,CUST-109,Consumer,East,Technology,107.78428429694854,12,0.0,125.48954611798868,4.0,No,107.78428429694854,116.42657084613717,1
ORD-1224,2025-05-27,CUST-129,Consumer,Central,Office Supplies,1161.7534414655863,3,0.3,217.7869323335114,2.0,No,813.2274090259103,18.74639872456644,1
ORD-1225,2025-05-28,CUST-149,Consumer,Central,Technology,361.5792851981301,4,0.2,140.4307483521541,4.0,Yes,289.2634281585041,38.83816194702747,1
ORD-1226,2025-04-06,CUST-144,Home Office,West,Technology,925.375545927379,14,0.1,143.3305552098969,2.0,Yes,832.8379913346411,15.488906729889433,1
ORD-1227,2025-02-21,CUST-104,Home Office,South,Furniture,753.3496469365739,8,0.0,93.31817460922912,4.0,No,753.3496469365739,12.387100065513906,1
ORD-1228,2025-06-10,CUST-132,Corporate,South,Furniture,464.50817118694613,6,0.1,38.97549080330339,4.0,Yes,418.0573540682515,8.39070079299365,1
ORD-1229,2025-06-17,CUST-100,Corporate,Central,Office Supplies,254.7678420127106,5,0.3,117.0189625634865,2.0,No,178.3374894088974,45.931606453552455,1
ORD-1230,2025-05-08,CUST-117,Corporate,West,Technology,154.44983760969365,13,0.2,-46.67843855421974,3.0,No,123.55987008775492,-30.22239406439498,0
ORD-1231,2025-02-08,CUST-131,Consumer,South,Technology,741.8654319662513,4,0.2,332.68100254238817,5.0,No,593.4923455730011,44.84384744287727,1
ORD-1232,2025-03-23,CUST-146,Consumer,Central,Furniture,931.8141989589677,8,0.2,221.48484363196923,4.0,No,745.4513591671742,23.769206766693866,1
ORD-1233,2025-04-14,CUST-148,Home Office,East,Technology,776.2460617139456,1,0.3,328.61020250953106,3.0,No,543.3722431997619,42.33325213708166,1
ORD-1234,2025-05-09,CUST-110,Consumer,South,Technology,641.0595385664984,14,0.5,2.0273220484834695,4.0,No,320.5297692832492,0.31624551644873017,1
ORD-1235,2025-01-11,CUST-120,Consumer,West,Technology,59.92195588364716,9,0.5,295.7034590794376,4.0,No,29.96097794182358,493.4809865913201,1
ORD-1236,2025-06-27,CUST-125,Consumer,West,Furniture,1162.5016453373166,1,0.1,263.9554930535923,4.0,No,1046.251480803585,22.705816728285303,1
ORD-1237,2025-05-31,CUST-124,Corporate,West,Office Supplies,960.4698880689438,8,0.5,204.71858560595314,4.0,No,480.2349440344719,21.314419967662555,1
ORD-1238,2025-06-08,CUST-121,Corporate,East,Office Supplies,358.45822367414803,4,0.5,181.26313373834256,4.0,No,179.22911183707402,50.56743624973089,1
ORD-1239,2025-02-11,CUST-126,Home Office,South,Technology,1176.1646919370323,9,0.2,42.4473493705415,3.0,No,940.9317535496259,3.608963069673068,1
ORD-1240,2025-04-09,CUST-148,Consumer,South,Office Supplies,726.2390916672233,14,0.2,267.3848532342638,5.0,No,580.9912733337786,36.8177445007029,1
ORD-1241,2025-01-07,CUST-112,Consumer,East,Furniture,703.0829632666233,11,0.1,125.68195766588022,5.0,No,632.774666939961,17.875836029640656,1
ORD-1242,2025-05-24,CUST-132,Home Office,South,Furniture,900.2070835211432,5,0.0,-68.0987908489216,2.0,No,900.2070835211432,-7.564791712430704,0
ORD-1243,2025-03-31,CUST-133,Consumer,East,Office Supplies,976.0060478272637,3,0.1,40.788422384808484,3.0,No,878.4054430445374,4.1791157417118105,1
ORD-1244,2025-04-22,CUST-140,Consumer,East,Office Supplies,791.2095427244882,9,0.1,320.88369434539743,3.0,No,712.0885884520394,40.556095069385975,1
ORD-1245,2025-03-01,CUST-134,Corporate,East,Technology,162.43393817577802,11,0.3,282.8061172721808,4.0,No,113.7037567230446,174.1053134882083,1
ORD-1246,2025-04-23,CUST-100,Home Office,West,Office Supplies,412.5383321334531,14,0.3,341.8575641344426,4.0,No,288.77683249341715,82.86686048458019,1
ORD-1247,2025-01-02,CUST-120,Home Office,South,Technology,1114.419531987999,14,0.1,182.59702217184412,4.0,No,1002.9775787891992,16.38494453216479,1
ORD-1248,2025-05-09,CUST-147,Home Office,East,Technology,277.2925780941838,9,0.1,11.379532913185386,5.0,No,249.5633202847654,4.103800033667064,1
ORD-1249,2025-02-17,CUST-105,Home Office,South,Furniture,452.87875836664085,4,0.1,-26.733227645411304,5.0,No,407.5908825299768,-5.902954632234851,0
ORD-1250,2025-05-20,CUST-127,Corporate,West,Furniture,524.1714907035932,11,0.5,-15.88850172619226,2.0,No,262.0857453517966,-3.031164801592927,0
ORD-1251,2025-02-06,CUST-116,Corporate,East,Furniture,532.8919377363981,4,0.3,-91.09195374373553,3.0,No,373.0243564154786,-17.093888515310088,0
ORD-1252,2025-06-09,CUST-104,Consumer,Central,Furniture,739.3981031684854,12,0.1,75.80694994367263,4.0,No,665.4582928516369,10.252521560283018,1
ORD-1253,2025-01-09,CUST-130,Consumer,West,Office Supplies,1132.260246916202,8,0.2,-13.857543775205869,3.0,No,905.8081975329617,-1.223883273562589,0
ORD-1254,2025-04-09,CUST-104,Consumer,Central,Furniture,296.4243270806809,2,0.2,85.2449572055161,4.0,No,237.1394616645447,28.757746722425416,1
ORD-1255,2025-05-27,CUST-137,Consumer,South,Office Supplies,154.58663779809248,9,0.5,320.74749432744443,5.0,No,77.29331889904624,207.48720516606144,1
ORD-1256,2025-02-17,CUST-102,Corporate,South,Furniture,244.98988293332542,13,0.5,93.74309427823547,3.0,No,122.49494146666271,38.264067542637214,1
ORD-1257,2025-05-11,CUST-122,Home Office,West,Office Supplies,1065.4406312490307,14,0.0,295.0930236431757,4.0,No,1065.4406312490307,27.696805902477557,1
ORD-1258,2025-05-28,CUST-136,Corporate,South,Technology,778.5148670596951,6,0.0,172.4771449771444,5.0,No,778.5148670596951,22.154637281181063,1
ORD-1259,2025-06-01,CUST-136,Consumer,Central,Office Supplies,350.22907919460056,9,0.0,11.209199597626366,4.0,No,350.22907919460056,3.2005336688214028,1
ORD-1260,2025-02-23,CUST-109,Corporate,East,Office Supplies,980.9768573726545,8,0.5,60.13464166664514,3.0,Yes,490.48842868632727,6.130077505365769,1
ORD-1261,2025-04-30,CUST-109,Home Office,East,Furniture,1035.0302956724888,7,0.5,-62.23620888035676,4.0,No,517.5151478362444,-6.012984271143495,0
ORD-1262,2025-06-10,CUST-118,Home Office,East,Office Supplies,1017.3520630414308,13,0.5,50.05816711820472,2.0,No,508.6760315207154,4.9204369791665865,1
ORD-1263,2025-06-01,CUST-116,Corporate,West,Technology,1103.52257503107,14,0.2,204.89342547659032,5.0,No,882.818060024856,18.56721648588127,1
ORD-1264,2025-04-26,CUST-120,Corporate,South,Technology,310.1668140063003,1,0.5,-67.55000818175417,2.0,No,155.08340700315014,-21.7786059408606,0
ORD-1265,2025-03-16,CUST-113,Corporate,Central,Furniture,908.4998952080712,14,0.2,-7.569366184886789,4.0,No,726.799916166457,-0.8331719381380004,0
ORD-1266,2025-04-23,CUST-108,Consumer,South,Technology,558.0420017562266,12,0.0,71.64846863599016,4.0,Yes,558.0420017562266,12.839260917727277,1
ORD-1267,2025-06-13,CUST-145,Corporate,South,Office Supplies,1011.9782779391733,3,0.0,341.92229165718317,4.0,Yes,1011.9782779391733,33.787512944792184,1
ORD-1268,2025-06-15,CUST-100,Corporate,South,Technology,876.9039058223198,11,0.0,253.18782033149608,3.0,No,876.9039058223198,28.87292651457269,1
ORD-1269,2025-04-14,CUST-144,Corporate,East,Furniture,933.9724613346723,14,0.1,230.06903592144675,2.0,No,840.5752152012051,24.633385399037547,1
ORD-1270,2025-03-25,CUST-112,Home Office,Central,Office Supplies,790.8325868404751,2,0.1,-47.71406956354931,1.0,Yes,711.7493281564276,-6.033396999253153,0
ORD-1271,2025-04-22,CUST-103,Home Office,Central,Furniture,221.14023566895116,5,0.3,251.44815212674615,3.0,Yes,154.7981649682658,113.70529264659291,1
ORD-1272,2025-04-09,CUST-100,Consumer,South,Office Supplies,658.5820334873566,5,0.3,253.37096518220682,3.0,No,461.0074234411496,38.47219515548339,1
ORD-1273,2025-06-02,CUST-148,Consumer,East,Technology,1181.7569900341648,5,0.3,170.49621303094773,4.0,Yes,827.2298930239153,14.427349655534396,1
ORD-1274,2025-04-03,CUST-139,Home Office,East,Furniture,1125.4917991315715,4,0.1,345.6628018992673,3.0,No,1012.9426192184144,30.712156424949562,1
ORD-1275,2025-05-26,CUST-131,Home Office,Central,Furniture,61.37674559844389,5,0.1,46.36425766604839,1.0,No,55.239071038599505,75.5404301971069,1
ORD-1276,2025-05-08,CUST-133,Home Office,East,Office Supplies,206.12963071803017,3,0.3,323.57260170883325,5.0,Yes,144.2907415026211,156.9752978170597,1
ORD-1277,2025-04-20,CUST-127,Corporate,East,Furniture,166.75724041092866,12,0.3,311.62900173042664,3.0,No,116.73006828765006,186.8758447684192,1
ORD-1278,2025-03-23,CUST-130,Corporate,East,Office Supplies,873.9160928825016,1,0.5,-94.83370311277997,3.0,No,436.9580464412508,-10.851579903968013,0
ORD-1279,2025-02-23,CUST-107,Home Office,West,Office Supplies,983.1645425297646,5,0.3,102.55243691366496,3.0,No,688.2151797708352,10.430851854135113,1
ORD-1280,2025-06-12,CUST-138,Corporate,South,Office Supplies,264.0785259096996,13,0.5,339.696904873208,4.0,No,132.0392629548498,128.63480803788104,1
ORD-1281,2025-06-18,CUST-125,Corporate,Central,Office Supplies,611.9647046126765,9,0.2,-53.5953869163659,3.0,No,489.57176369014127,-8.757921251404095,0
ORD-1282,2025-06-10,CUST-133,Consumer,Central,Technology,1010.436603333328,13,0.1,146.50311247249374,5.0,No,909.3929429999952,14.498991029144708,1
ORD-1283,2025-03-09,CUST-102,Home Office,West,Office Supplies,882.0338382718382,9,0.3,340.5308781684968,5.0,No,617.4236867902868,38.607461912764734,1
ORD-1284,2025-02-02,CUST-149,Home Office,South,Furniture,655.2622745352994,4,0.1,149.97294084763706,2.0,No,589.7360470817695,22.887467610430534,1
ORD-1285,2025-05-22,CUST-111,Corporate,Central,Technology,712.5137516459397,3,0.1,-14.583113662529811,4.0,No,641.2623764813458,-2.046713292037121,0
ORD-1286,2025-01-21,CUST-100,Home Office,East,Furniture,614.9490508303732,1,0.1,161.9824535416654,3.0,No,553.4541457473358,26.340792513288463,1
ORD-1287,2025-02-17,CUST-143,Consumer,Central,Technology,364.0826570693965,2,0.2,-8.001741722703926,2.0,No,291.2661256555172,-2.1977816211055456,0
ORD-1288,2025-05-28,CUST-104,Consumer,East,Office Supplies,682.3761715022292,8,0.0,133.86691830251792,5.0,No,682.3761715022292,19.617759806561562,1
ORD-1289,2025-05-08,CUST-129,Consumer,West,Technology,829.7735094396079,1,0.3,-66.6810019394434,4.0,No,580.8414566077255,-8.036048533831455,0
ORD-1290,2025-05-16,CUST-129,Home Office,East,Technology,1049.2542698743612,8,0.0,172.46720114648207,4.0,Yes,1049.2542698743612,16.43712168711341,1
ORD-1291,2025-05-15,CUST-116,Home Office,Central,Furniture,767.1867112353052,13,0.0,132.5554726076712,3.0,No,767.1867112353052,17.27812417321901,1
ORD-1292,2025-05-25,CUST-147,Home Office,Central,Furniture,915.734629081358,7,0.0,233.0726159426584,4.0,No,915.734629081358,25.45198232554239,1
ORD-1293,2025-05-08,CUST-146,Home Office,Central,Office Supplies,200.48524559594188,8,0.1,183.81521202145325,5.0,No,180.4367210363477,91.68515691768889,1
ORD-1294,2025-02-02,CUST-122,Home Office,West,Technology,559.25339455955,12,0.5,147.3228208388405,3.0,Yes,279.626697279775,26.34276738809377,1
ORD-1295,2025-06-25,CUST-114,Consumer,West,Technology,21.104627594241023,6,0.1,210.4004821616545,3.0,No,18.99416483481692,996.9400370706757,1
ORD-1296,2025-04-25,CUST-136,Corporate,South,Technology,303.5478487807314,12,0.1,-35.226138892496124,1.0,No,273.19306390265825,-11.604805975067812,0
ORD-1297,2025-04-29,CUST-120,Consumer,Central,Office Supplies,874.4894409844758,14,0.0,167.91184756637182,3.0,No,874.4894409844758,19.201129218591976,1
ORD-1298,2025-01-22,CUST-113,Home Office,East,Office Supplies,1190.2538421057425,9,0.1,-22.550228729750046,5.0,No,1071.2284578951683,-1.8945730676958132,0
ORD-1299,2025-06-07,CUST-101,Consumer,West,Office Supplies,128.02193850878695,3,0.0,316.4849935333464,4.0,No,128.02193850878695,247.2115304765707,1
ORD-1300,2025-02-07,CUST-110,Home Office,Central,Office Supplies,487.77823587493305,10,0.5,-69.24965281947811,4.0,No,243.88911793746652,-14.196954215323746,0
ORD-1301,2025-04-19,CUST-138,Home Office,Central,Office Supplies,962.0844527519998,4,0.3,93.66863736085696,3.0,No,673.4591169263998,9.736009878646515,1
ORD-1302,2025-02-20,CUST-137,Consumer,West,Furniture,252.80240520838962,13,0.0,213.1088649449502,4.0,No,252.80240520838962,84.29859073899266,1
ORD-1303,2025-01-08,CUST-133,Home Office,South,Technology,670.5510896697207,6,0.5,106.10999525071642,3.0,No,335.27554483486034,15.82429689331812,1
ORD-1304,2025-01-27,CUST-137,Corporate,West,Technology,882.354842275313,8,0.3,-58.55713604519394,3.0,No,617.648389592719,-6.636461119677621,0
ORD-1305,2025-01-27,CUST-149,Home Office,West,Technology,743.0226858096131,5,0.2,149.0205572570183,3.0,No,594.4181486476905,20.05599022789491,1
ORD-1306,2025-01-21,CUST-133,Corporate,East,Technology,233.7494341923452,3,0.0,188.73435897230956,3.0,Yes,233.7494341923452,80.74216719472608,1
ORD-1307,2025-01-30,CUST-117,Corporate,East,Technology,432.90763673602993,6,0.0,216.70653994572842,4.0,No,432.90763673602993,50.058377712996446,1
ORD-1308,2025-04-07,CUST-129,Home Office,South,Technology,942.7122235376227,4,0.2,67.9669165082415,4.0,Yes,754.1697788300982,7.209720507620957,1
ORD-1309,2025-01-28,CUST-114,Consumer,Central,Technology,669.5295518170998,9,0.2,153.64698696294298,4.0,No,535.6236414536799,22.94849966606341,1
ORD-1310,2025-04-21,CUST-126,Corporate,West,Technology,16.223240116066158,13,0.0,102.80891372251091,3.0,No,16.223240116066158,633.7138141763521,1
ORD-1311,2025-03-02,CUST-133,Consumer,South,Furniture,915.5790044334317,3,0.2,202.42521743851404,1.0,No,732.4632035467454,22.10898420107138,1
ORD-1312,2025-02-17,CUST-137,Corporate,East,Technology,52.02051237888449,4,0.1,162.60063529616832,2.0,No,46.81846114099604,312.5702302043628,1
ORD-1313,2025-05-27,CUST-132,Home Office,West,Furniture,897.4232014501663,7,0.3,136.5902988016107,4.0,No,628.1962410151164,15.220277187049694,1
ORD-1314,2025-01-04,CUST-123,Home Office,Central,Office Supplies,250.95186659663253,7,0.3,12.285965077211884,5.0,No,175.66630661764276,4.895745643908571,1
ORD-1315,2025-02-04,CUST-114,Corporate,East,Technology,1150.1074413420624,12,0.3,-99.09166701329474,5.0,Yes,805.0752089394437,-8.615861740505261,0
ORD-1316,2025-02-18,CUST-129,Home Office,East,Office Supplies,447.84949404948054,12,0.1,-21.66324610985683,1.0,Yes,403.0645446445325,-4.837171058066077,0
ORD-1317,2025-01-17,CUST-141,Corporate,East,Office Supplies,399.0486234423141,4,0.2,-47.3202813591241,4.0,No,319.23889875385134,-11.858274550836697,0
ORD-1318,2025-06-21,CUST-116,Home Office,South,Office Supplies,187.17677989560917,6,0.5,102.08813525492604,4.0,No,93.58838994780459,54.541025501059416,1
ORD-1319,2025-06-07,CUST-104,Consumer,Central,Furniture,373.6690164333557,12,0.2,175.5161678428301,4.0,Yes,298.9352131466846,46.971025191791256,1
ORD-1320,2025-02-15,CUST-128,Home Office,West,Office Supplies,1053.2144065755588,13,0.0,-4.111746091836324,4.0,No,1053.2144065755588,-0.3903997197688676,0
ORD-1321,2025-04-27,CUST-103,Consumer,South,Office Supplies,1195.6378617764244,3,0.3,322.57569318523423,4.0,No,836.9465032434971,26.979380922745783,1
ORD-1322,2025-01-06,CUST-109,Home Office,South,Office Supplies,448.28834130314954,6,0.2,-96.9930418492505,4.0,No,358.6306730425197,-21.636307017777234,0
ORD-1323,2025-04-09,CUST-116,Consumer,South,Technology,543.8466508359056,12,0.5,247.53545682440432,2.0,No,271.9233254179528,45.51567182475726,1
ORD-1324,2025-05-04,CUST-109,Home Office,East,Technology,869.264416461257,2,0.0,181.34214628869898,5.0,No,869.264416461257,20.861563277481906,1
ORD-1325,2025-02-06,CUST-116,Consumer,Central,Furniture,1064.5729787534387,8,0.1,68.09966047145684,2.0,No,958.1156808780948,6.396899210347994,1
ORD-1326,2025-01-24,CUST-119,Corporate,South,Furniture,715.7227576822731,2,0.1,-77.27997501441644,4.0,No,644.1504819140458,-10.797473488850958,0
ORD-1327,2025-04-03,CUST-123,Corporate,West,Technology,475.9155808316169,11,0.5,182.3689573029257,4.0,No,237.95779041580846,38.319602183280786,1
ORD-1328,2025-02-15,CUST-104,Consumer,Central,Furniture,501.01999060986225,7,0.0,73.52608078954162,4.0,No,501.01999060986225,14.67527886463026,1
ORD-1329,2025-04-05,CUST-133,Home Office,West,Technology,837.7855943312002,9,0.3,321.32021273594864,5.0,No,586.4499160318401,38.353513704476725,1
ORD-1330,2025-04-09,CUST-105,Consumer,Central,Office Supplies,13.829733689091631,1,0.2,143.89553370039465,5.0,Yes,11.063786951273306,1040.479425962439,1
ORD-1331,2025-04-26,CUST-101,Home Office,West,Office Supplies,747.3113115772104,8,0.0,322.8431800820787,5.0,No,747.3113115772104,43.200628048933694,1
ORD-1332,2025-06-09,CUST-112,Corporate,East,Furniture,433.0366824252153,7,0.1,-0.7823379370131534,4.0,No,389.7330141826938,-0.1806632021637709,0
ORD-1333,2025-06-10,CUST-142,Home Office,South,Technology,955.0948242197303,6,0.5,226.5766596638465,4.0,No,477.54741210986515,23.722949168837708,1
ORD-1334,2025-03-08,CUST-142,Corporate,West,Technology,120.65886138952727,6,0.5,177.76205938192658,4.0,No,60.32943069476364,147.3261535330182,1
ORD-1335,2025-05-08,CUST-147,Home Office,Central,Furniture,709.9606976685847,6,0.2,232.73370342409032,5.0,No,567.9685581348677,32.781209465306524,1
ORD-1336,2025-01-18,CUST-110,Home Office,South,Technology,582.3577389644872,9,0.5,-3.399461212358446,4.0,Yes,291.1788694822436,-0.5837410555242486,0
ORD-1337,2025-01-25,CUST-146,Home Office,South,Office Supplies,774.3673758272206,2,0.5,199.24753230699815,4.0,No,387.1836879136103,25.73036242573511,1
ORD-1338,2025-02-23,CUST-122,Consumer,Central,Furniture,87.17577743473234,1,0.0,124.11817687559105,5.0,No,87.17577743473234,142.37690850364612,1
ORD-1339,2025-02-27,CUST-115,Consumer,West,Furniture,700.1807070394763,13,0.3,234.27123870784231,4.0,No,490.12649492763336,33.45868235907192,1
ORD-1340,2025-03-08,CUST-130,Corporate,East,Technology,678.1666596718333,12,0.2,47.170089868318,3.0,No,542.5333277374666,6.955530649522602,1
ORD-1341,2025-04-14,CUST-110,Corporate,East,Furniture,677.1855123552434,6,0.0,300.5256614593637,2.0,No,677.1855123552434,44.37863125779801,1
ORD-1342,2025-06-23,CUST-115,Consumer,West,Technology,728.1503232497812,10,0.3,-62.06440842489233,5.0,No,509.7052262748468,-8.523570812671611,0
ORD-1343,2025-01-24,CUST-107,Corporate,South,Technology,814.9968452993711,11,0.0,263.2351934560346,3.0,No,814.9968452993711,32.298921765683765,1
ORD-1344,2025-04-24,CUST-103,Consumer,South,Technology,967.936909620116,8,0.0,287.59383161679085,5.0,No,967.936909620116,29.71204308446737,1
ORD-1345,2025-02-01,CUST-139,Home Office,South,Technology,331.0866569525751,3,0.5,267.76354011506953,4.0,No,165.54332847628754,80.87415620419401,1
ORD-1346,2025-06-24,CUST-103,Corporate,South,Technology,991.8087981142738,12,0.3,130.72687741779922,4.0,No,694.2661586799917,13.180653132574568,1
ORD-1347,2025-03-27,CUST-124,Corporate,West,Furniture,602.9242618935098,10,0.2,97.27324101384258,5.0,No,482.3394095148078,16.133575502228382,1
